id,content,date,language,title,normalized_rating,raw_rating,offerings,destinations,offerings_list,destinations_list
377380-203587198549,جميله جدا,2021-04-11T06:48:00+00:00,ara,Ushaiqer Heritage Village,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203583068848,قلعة مارد بدومة الجندل رووووعه 👍👍,2021-04-11T06:48:00+00:00,ara,Marid Castle,100.0,5.0,Tourism Attractions/ Sites,Sakaka / AlJouf,['Tourism Attractions/ Sites'],['Sakaka / AlJouf']
377380-174572253320,شكرا للذين يتركون بصمة رائعه في خدمة ضيوف الرحمن ... شكرا لفندق زمزم بولمان ❤,2021-05-05T20:25:00+00:00,ara,Pullman Zamzam Makkah,100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203585456839,جوله جميله جدا يستحق الزياره,2021-04-11T06:48:00+00:00,ara,Jazan Heritage Village,100.0,5.0,Tourism Attractions/ Sites,Jizan,['Tourism Attractions/ Sites'],['Jizan']
377380-203583057413,جيدوطبيعه حلوبس بعض اطرق المارة ع الجالسين لنزة ياحبذالوتعبدبابشارة ازفلت عن الغباروازعاج المتنزهين وشكرا,2021-04-11T06:48:00+00:00,ara,Al Ahsa National Park,60.0,3.0,Tourism Attractions/ Sites,Al Ahsa,['Tourism Attractions/ Sites'],['Al Ahsa']
377380-174545541829,جيد ولكنه قديم الاثاث,2021-05-06T01:08:00+00:00,ara,Elaf Taiba Hotel فندق إيلاف طيبة,80.0,4.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-203584368385,Very nice park for families,2021-04-11T06:48:00+00:00,eng,Modon Lake Park,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203590623543,من أجمل ما رايت في ينبع الصناعية.,2021-04-11T06:48:00+00:00,ara,Yanbu Lake Park,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-203587562376,UNFORGETTABLE EXPERIENCE!,2021-04-11T06:48:00+00:00,eng,The Saudi National Museum - The Saudi National Museum,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203590482585,جيد,2021-04-11T06:48:00+00:00,ara,Green Mountain Resort,20.0,1.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203586635458,Nice place,2021-04-11T06:48:00+00:00,eng,Dammam Corniche,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203587245856,كانت تجربه جميله ، ولكن الطريق متعب جدآ ...,2021-04-11T06:48:00+00:00,ara,Catalina Seaplane Wreckage,60.0,3.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203587889215,It's a great place to enjoy weekend but there should be more restrooms.,2021-04-11T06:48:00+00:00,eng,Wadi Namar Waterfall,80.0,4.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203587342194,جميل مريح جداً,2021-04-11T06:48:00+00:00,ara,King Salman Park,80.0,4.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203583219494,روعة و جمال و أجواء خيالية في فصل الصيف لابد من التجربة,2021-04-11T06:48:00+00:00,ara,Jabal Sawda,80.0,4.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203587339496,اكلت من عندهم مرتين مره غداء و مره عشاء مطعم جميل جميل جميل جدا تمينته انه ف الرياض اجواء المطعم حلوه المطعم فخم على فخامته توقعت سعره عالي جدا لكن سعره مقبول شوربة عدس عاديه و فته باذنجان جميله وطلبت يوم قبله فته بالكرز جميله جدا و مشاوي مشكله على بالي خاصه فيهم جميله وطلبت يوم قبله مشاوي مشكله جميله جدا و متبل شمندر لذيييييذه,2021-04-11T06:48:00+00:00,ara,"Jorry Elite ( Senso, Aala Bali , La Scene )",100.0,5.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-203587651159,به الكثير من الجلابيب الرجالي ومحلات تفصيل العقال السعودي والبشت الفرو والبشت الخفيف والفرو بكل المقاسات حريمي ورجالي وغتر ومخالات اقمشه كثيره وفي الصوره الطريق لشارع المشالح,2021-04-11T06:48:00+00:00,ara,Souq Al Zel,60.0,3.0,"Tourism Attractions/ Sites, Retail","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Riyadh']"
377380-203584627772,الي جاي من عند عبدالرحمن المطيري يسوي لايك 😂,2021-04-11T06:48:00+00:00,ara,Umluj Beach,100.0,5.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-203587587183,الهدوء,2021-04-11T06:48:00+00:00,ara,Olaya Park,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203583772307,مول للرياضة المشي والا فلا يستحق أن يسمى بالمول,2021-04-11T06:48:00+00:00,ara,Al Ahsa Mall by Arabian Centres,40.0,2.0,"Tourism Attractions/ Sites, Retail",Al Ahsa,"['Tourism Attractions/ Sites', 'Retail']",['Al Ahsa']
377380-203585956709,Good park in Hara,2021-04-11T06:48:00+00:00,eng,Al Wazarat park,60.0,3.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203584960950,المكان بشكل عام جميل لكن المنتزه مغلق في غير أوقات الصيف.,2021-04-11T06:49:00+00:00,ara,Al Sahab Park,80.0,4.0,Tourism Attractions/ Sites,Al Namas,['Tourism Attractions/ Sites'],['Al Namas']
377380-203584270049,مكان جميل ومناسب للاطفال,2021-04-11T06:49:00+00:00,ara,Prince Ibn Jalawy Park,100.0,5.0,Tourism Attractions/ Sites,Khobar,['Tourism Attractions/ Sites'],['Khobar']
377380-203583050450,Very well maintained and a must place if you happen to be in Aljouf.,2021-04-11T06:49:00+00:00,eng,Marid Castle,80.0,4.0,Tourism Attractions/ Sites,Sakaka / AlJouf,['Tourism Attractions/ Sites'],['Sakaka / AlJouf']
377380-203587645737,Its a good shopping market,2021-04-11T06:49:00+00:00,eng,Souq Al Zel,100.0,5.0,"Tourism Attractions/ Sites, Retail","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Retail']","['Madinah', 'Riyadh']"
377380-203585064492,اتمنى استبدال التراب و ذلك لتواجد القطط والتي تقوم بدفن فضلاتها هناك,2021-04-11T06:49:00+00:00,ara,Prince Hussam Park,60.0,3.0,Tourism Attractions/ Sites,Al Baha,['Tourism Attractions/ Sites'],['Al Baha']
377380-203587818925,مقفل من رمضان ١٤٤١ عشان كورونا المتحف خسارة كان نفسي اشوف,2021-04-11T06:49:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,60.0,3.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-174904218980,مكان مميز ويستحق الزياره,2021-05-07T03:53:00+00:00,ara,فندق الكوت التراثي - Al Koot Heritage Hotel,100.0,5.0,Accommodation,Al Ahsa,['Accommodation'],['Al Ahsa']
377380-203585930419,شاطئ سئ جدا جداااا لا انصح بيه اطلاقا الشاطئ مش نظيف خالص مليان صخور و المايه مش نظيفه ابدا الحاجه الصادمة هناك انهم بيأجروا الفوط للناس على الشط و كل ما تتنفس هناك هتدفع فلوس.. منتهى الاستغلال مكان لا يرقى للشواطئ العمومية في مصر,2021-04-11T06:49:00+00:00,ara,Yam Beach,20.0,1.0,Tourism Attractions/ Sites,KAEC,['Tourism Attractions/ Sites'],['KAEC']
377380-203585737863,حجمه مناسب وبها سور لأمان الاطفال,2021-04-11T06:49:00+00:00,ara,Al Hamra Park,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203587580987,ممتاز للعائلات,2021-04-11T06:49:00+00:00,ara,Olaya Park,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203590482634,منتزه ومنتجع الجبل الأخضر، الدخول مجاناً، ويسمح بدخول اي شيء معك طعام وشراب، او فراش للجلسات علي الرصيف بالمواقف العامه. اطلاله جميله جداً جداً واجواء ممتعه جدآ. يوجد خيمه تسوق لا بأس بها. بالنسبه للألعاب، يوجد لعبه التوبوجان للكبار سعر التذكره ٣٠ريال للفرد، جميله وممتعة، ومرعبه جداً خصوصاً للبنات اللي تخاف من الأماكن المرتفعه، لأنه الركوب فردي و هي التي تتحكم بالعربه. باقي الألعاب ماهي زينه وماهي شينه تؤدي الغرض. يوجد أيضاً الفلل والجلسات وموعدها من الساعه ٢الظهر حتي ٢ صباحاً. يوجد أيضاً مطاعم وكوفي وبقاله،،منتو وشاورما وقهوه وذره وايس كريم ليس بالمستوى المرضي والأفضل الا يعتمد عليها. بالنسبه للمنتزه يحتاج للاهتمام والتجديد كثيراً، ونرجوا النظر إلى الإهتمام بنظافه الحمامات والعناية بالمساجد والمطاعم. وبالنسبه لأسعار الألعاب والجلسات والفلل مرتفع جدآ ،ولكن مع الدخول المجاني للمنتزه فهو مناسب جداً.,2021-04-11T06:49:00+00:00,ara,Green Mountain Resort,60.0,3.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-174775695503,Tv not working perfectly,2021-05-07T06:23:00+00:00,eng,Meral Crown Hotel,80.0,4.0,Food & Beverage,Riyadh,['Food & Beverage'],['Riyadh']
377380-203583764879,Not found good stuff,2021-04-11T06:49:00+00:00,eng,Al Ahsa Mall by Arabian Centres,40.0,2.0,"Tourism Attractions/ Sites, Retail",Al Ahsa,"['Tourism Attractions/ Sites', 'Retail']",['Al Ahsa']
377380-203587558262,المكان مغلق حاليا بسبب كورونا,2021-04-11T06:49:00+00:00,ara,The Saudi National Museum - The Saudi National Museum,100.0,5.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-174752668604,Normal,2021-05-07T10:32:00+00:00,eng,Mall of Dhahran,40.0,2.0,Retail,Dammam,['Retail'],['Dammam']
377380-203585578288,رائع,2021-04-11T06:49:00+00:00,ara,"King Abdullah Park, Sea front",80.0,4.0,"Tourism Attractions/ Sites, Accommodation","Khobar, Madinah, Riyadh, Dammam","['Tourism Attractions/ Sites', 'Accommodation']","['Khobar', 'Madinah', 'Riyadh', 'Dammam']"
377380-203588224835,لا بأس جيد,2021-04-11T06:49:00+00:00,ara,Al-Qaryah Al-Turathiyah Restaurant,60.0,3.0,Food & Beverage,Tabuk,['Food & Beverage'],['Tabuk']
377380-203583212941,المكان سيئ من ناحيه شبت النار ممنوع و ازعاج شرطه البيئه رايحه جايه و لا فيه انوار مظلم المكان 👎🏻👎🏻👎🏻👎🏻,2021-04-11T06:49:00+00:00,ara,Jabal Sawda,100.0,5.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-203590621496,رائعة مميزة,2021-04-11T06:49:00+00:00,ara,Yanbu Lake Park,100.0,5.0,Tourism Attractions/ Sites,Yanbu,['Tourism Attractions/ Sites'],['Yanbu']
377380-176051956142,Nice hotel,2021-05-07T16:41:00+00:00,eng,Jabal Omar Hyatt Regency Makkah,100.0,10.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203585465785,مكان حلو يستحق الزيارة,2021-04-11T06:49:00+00:00,ara,Jazan Heritage Village,80.0,4.0,Tourism Attractions/ Sites,Jizan,['Tourism Attractions/ Sites'],['Jizan']
377380-174998416586,النظافه ليست جيده,2021-05-07T19:24:00+00:00,ara,M Hotel Makkah by Millennium,60.0,3.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203582856437,المكان جميل ويستحق الزيارة لكن تذاكر الدخول (50 ريال) سعر مبالغ فيه,2021-04-11T06:49:00+00:00,ara,Al-Qara Hill,100.0,5.0,Tourism Attractions/ Sites,Al Ahsa,['Tourism Attractions/ Sites'],['Al Ahsa']
377380-203587523257,سهل الوصول للعيون من الخط.,2021-04-11T06:49:00+00:00,ara,12 Springs of Prophet Moses (A.S.),100.0,5.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-174997610538,بصراحه كل شي حلو وفخم ، لكن فطور رمضان عادي جداً ولا يستاهل ، ومرره يحطون لنا قلليل,2021-05-08T19:14:00+00:00,ara,The Hotel Galleria By Elaf,100.0,5.0,Accommodation,Jeddah,['Accommodation'],['Jeddah']
377380-203584861726,Until now only family !!!,2021-04-11T06:49:00+00:00,eng,Dolphin Village Dammam,20.0,1.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203585456386,جميل جدا,2021-04-11T06:49:00+00:00,ara,Abu Kheyal Park,80.0,4.0,Tourism Attractions/ Sites,Abha,['Tourism Attractions/ Sites'],['Abha']
377380-175327738919,شيء مرتب من الاخر,2021-05-08T22:58:00+00:00,ara,"Makkah Clock Royal Tower, A Fairmont Hotel",100.0,5.0,Accommodation,Makkah,['Accommodation'],['Makkah']
377380-203591485949,مكان جميل جدا ونظيف وهادي ومناسب للعوائل جدا,2021-04-11T06:49:00+00:00,ara,King Abdullah Park,100.0,5.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-203589247654,جميله جدا انصح بها,2021-04-11T06:49:00+00:00,ara,Alanoud Park,60.0,3.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203586135109,جوانا وكندة في حديقة الفلاح,2021-04-11T06:49:00+00:00,ara,Falah Park,80.0,4.0,Tourism Attractions/ Sites,Madinah,['Tourism Attractions/ Sites'],['Madinah']
377380-203584377872,روعه في الجمال اتمنا لو يتم رش البعوض كل يوم ..,2021-04-11T06:49:00+00:00,ara,Modon Lake Park,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-203585123821,One of the best place in Saudi Arabia,2021-04-11T06:49:00+00:00,eng,Wadi Lajab,100.0,5.0,Tourism Attractions/ Sites,Jizan,['Tourism Attractions/ Sites'],['Jizan']
377380-203588217488,جميله هادئه المشكله فيها الكافتيريا ليست نظيفه ارجو الاهتمام فيها,2021-04-11T06:49:00+00:00,ara,Al Faisaliah garden,80.0,4.0,"Food & Beverage, Tourism Attractions/ Sites",Taif,"['Food & Beverage', 'Tourism Attractions/ Sites']",['Taif']
377380-203597252812,جميل جدا مساحات خضراء واسعة والعاب للاطفال جميل جدا,2021-04-11T06:49:00+00:00,ara,Arruddaf Park,100.0,5.0,Tourism Attractions/ Sites,Taif,['Tourism Attractions/ Sites'],['Taif']
377380-203587338349,مكان مرتب و جميل يوجد به جلسات و مطلات و دورات مياه,2021-04-11T06:49:00+00:00,ara,King Salman Park,100.0,5.0,"Tourism Attractions/ Sites, Accommodation","Madinah, Riyadh","['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']"
377380-175320782039,جميل جداً ونظيف وفخم واسطاف راقي جداً وخدمات ممتازة,2021-05-11T20:35:00+00:00,ara,Swiss International Al Hamra Hotel - Dammam,100.0,5.0,Accommodation,Dammam,['Accommodation'],['Dammam']
377380-175286790006,فندق جميل ولاكن ما تردو على شكاوى ومقترحات الناس على استقرام مع العلم اني كتبت خاص . انا حبيت اشتكيلكم مو اشتكيكم,2021-05-11T23:23:00+00:00,ara,"The Oberoi, Madina",80.0,4.0,Accommodation,Madinah,['Accommodation'],['Madinah']
377380-203584633062,Hi how much is the boat rental to reach the beautiful spots in this beach I want to go next month inshallah please need answers thank you in advance,2021-04-11T06:49:00+00:00,eng,Umluj Beach,100.0,5.0,Tourism Attractions/ Sites,Umluj,['Tourism Attractions/ Sites'],['Umluj']
377380-203587256358,جو رائع وطبيعة خلابة,2021-04-11T06:49:00+00:00,ara,Catalina Seaplane Wreckage,80.0,4.0,Tourism Attractions/ Sites,Tabuk,['Tourism Attractions/ Sites'],['Tabuk']
377380-203587197405,قريه جميله من الطراز النجدي ينقصها المطاعم الشعبيه المتاحف كانت جدا رائعه اصحاب المتاحف اسلوبهم محترم وراقي انصح بالزياره له لدعم السياحه 🌹,2021-04-11T06:49:00+00:00,ara,Ushaiqer Heritage Village,100.0,5.0,Tourism Attractions/ Sites,"Madinah, Riyadh",['Tourism Attractions/ Sites'],"['Madinah', 'Riyadh']"
377380-203586633743,اجواء حلوة,2021-04-11T06:49:00+00:00,ara,Dammam Corniche,100.0,5.0,Tourism Attractions/ Sites,"Khobar, Dammam",['Tourism Attractions/ Sites'],"['Khobar', 'Dammam']"
377380-175308881281,روعه ونظيف,2021-05-12T12:00:00+00:00,ara,Frontel Al Harithia Hotel- Madina,100.0,5.0,Accommodation,Madinah,['Accommodation'],['Madinah']
